AS21G;AKIŞ ŞALTERİ MUSLUK BAĞLANTILI;УНИВЕРСАЛЬНЫЙ ДАТЧИК ПРОТОКА (С ПОДПИТКОЙ) ;UNIVERSAL FLOW SWITCH;5663770 / 33900010 / R10022752 / 1.023015 / 1.023514 / 6FLUSSOS02;GTE;BAXI Energy Easy, Initia Master, Main, Main Digit / BERETTA Ciao / IMMERGAS Star, Victrix, Mini Special  / FONDITAL Victoria Compact  / NOVA FLORIDA Victoria Compact / WESTEN Quasar, Quasar Plus, Tekna Project / ALPHATHERM Sigma
AS21L;AKIŞ ŞALTERİ MUSLUK BAĞLANTILI;УНИВЕРСАЛЬНЫЙ ДАТЧИК ПРОТОКА (С ПОДПИТКОЙ) ;UNIVERSAL FLOW SWITCH;5663770 / 33900010 / R10022752 / 1.023015 / 1.023514 / 6FLUSSOS02;LDR;BAXI Energy Easy, Initia Master, Main, Main Digit / BERETTA Ciao / IMMERGAS Star, Victrix, Mini Special  / FONDITAL Victoria Compact  / NOVA FLORIDA Victoria Compact / WESTEN Quasar, Quasar Plus, Tekna Project / ALPHATHERM Sigma
AS22B;AKIŞ ŞALTERİ 1/2 REKORLU;УНИВЕРСАЛЬНЫЙ ДАТЧИК ПРОТОКА С МУФТОЙ 1/2;UNIVERSAL FLOW SWITCH;65100296 / 6FLUSSOS00 / 5667220 / R10022348 / 20069786 / 21000605000100 / 710228100;BITRON;FONDITAL / ALPHATHERM / BAXI / WESTEN / ARISTON / IMMERGAS / BERETTA / NEVA LUX
AS22G;AKIŞ ŞALTERİ 1/2 REKORLU;УНИВЕРСАЛЬНЫЙ ДАТЧИК ПРОТОКА С МУФТОЙ 1/2;UNIVERSAL FLOW SWITCH;65100296 / 6FLUSSOS00 / 5667220 / R10022348 / 20069786 / 21000605000100 / 710228100;GTE;FONDITAL / ALPHATHERM / BAXI / WESTEN / ARISTON / IMMERGAS / BERETTA / NEVA LUX
AS23B;İMMERGAZ AKIŞ ŞALTERİ;ДАТЧИК ПРОТОКА ДЛЯ IMMERGAS ;IMMERGAS FLOW SWITCH;1.028570 / 1.035365;BITRON;IMMERGAS Mini, Maior
AS23L;İMMERGAZ AKIŞ ŞALTERİ GEÇME PLASTİK ;ДАТЧИК ПРОТОКА ДЛЯ IMMERGAS ;IMMERGAS FLOW SWITCH;1.028570 / 1.035365;0;IMMERGAS Mini, Maior
AS24LB;AKIŞ ŞALTERİ YAYLI (BEYAZ OKUYUCU);УНИВЕРСАЛЬНЫЙ ДАТЧИК ПРОТОКА ПОД БЕЛЫЙ ДАТЧИК ХОЛЛА;UNIVERSAL FLOW SWITCH WITH SPRING FOR WHITE SENSOR;65100541 / 619050 ;LDR;ARISTON Microgenus / BAXI Eco 3, Energy, Initia / WESTEN Pulsar 
AS24LK;AKIŞ ŞALTERİ YAYLI (KIRMIZI OKUYUCU);УНИВЕРСАЛЬНЫЙ ДАТЧИК ПРОТОКА ПОД КРАСНЫЙ ДАТЧИК ХОЛЛА;UNIVERSAL FLOW SWITCH WITH SPRING FOR RED SENSOR;65100541 619050 ;LDR;ARISTON Microgenus / BAXI Eco 3, Energy, Initia / WESTEN Pulsar 
AS31E;FERROLİ AKIŞ ŞALTERİ;ДАТЧИК ПРОТОКА FERROLI;FERROLI FLOW SWITCH;39818552;ELTEK;FERROLI Divaproject, Arena, Domina, Diva, Divatech, Domiproject, FerEasy
AS31H;AKIŞ ŞALTERİ FERROLİ;ДАТЧИК ПРОТОКА FERROLI;FERROLI FLOW SWITCH;39818552;HUADI;FERROLI Divaproject, Arena, Domina, Diva, Divatech, Domiproject, FerEasy
AS40B;AKIŞ ŞALTERİ BİTRON BERETTA KIRMIZI;ДАТЧИК ПРОТОКА BITRON ДЛЯ BERETTA;BERETTA FLOW SWITCH;R1488;0;BERETTA Mynute
AS51Y;AKIŞ ŞALTERİ ARİSTON UNO VİESSMAN ORİJİNAL;ДАТЧИК ПРОТОКА ARISTON / VIESSMAN;ARISTON / VIESSMAN FLOW SWITCH;995948 / 7822762;MADE-IN-TURKEY;ARISTON UNO / VIESSMAN Vitopend, Vitodens 
AS60Y;AKIŞ ŞALTERİ+REED VİESMANN GEÇME;ДАТЧИК ПРОТОКА VIESMANN VITOPEND;VIESMANN VITOPEND FLOW SWITCH;7828287;MADE-IN-TURKEY;VIESSMANN Vitopend
AS01H;BUDERUS AKIŞ ŞALTERİ OKUYUCU;СЕНСОР ДАТЧИК ПРОТОКА BUDERUS;BUDERUS FLOW SWITCH SENSOR;8707406064 / 8707406052;HUADI;BUDERUS
AS01LBB;CALORA TÜRBİN OKUYUCU (BEYAZ);ДАТЧИК ХОЛЛА BAXI / WESTEN;TURBINE READER;335 0001 / 8435280 ;LDR;BAXI CNI, Eco, Energy, Initia, Luna, Max, Prime / WESTEN Pulsar, Star
AS01LSY;CALORA TÜRBİN OKUYUCU (SİYAH-YEŞİL);ДАТЧИК ХОЛЛА PROTHERM / ECA;TURBINE READER;335 0001 / 0020027652 / 65100540 / 300009832;LDR;TEPLOWEST / BONGIOANNI / PROTEUS /  DE DIETRICH WHE / PROTHERM Leoaprd, Tiger, Panther / ARISTON Microgenus 
AS02C;SÜSLER AKIŞ ŞALTER OKUYUCU;РЕЛЕ ПРОТОКА PROTHERM;FLOW SWITCH READER;0020027597 / 999075;FUGAS;PROTHERM Leopard, Panther / ARISTON Microgenus, Microcombi / ZOOM / SOLLY / RENS 
AS02L;TÜRBİN OKUYUCU (ECO5 LAMBERT FALKE);ДАТЧИК ХОЛЛА BAXI;BAXI TURBINE READER;710046200 / 710976600;LDR;BAXI DUO-TEC COMPACT, ECO Compact, ECO Home, ECO 4, ECO 5 COMPACT, Fourtech
AS04L;KARTLI TÜRBİN OKUYUCU ADEN;ДАТЧИК ХОЛЛА PROTHERM / DEMRAD (ШТЕКЕР ПОД ПЕЧАТНУЮ ПЛАТУ);TURBINE READER;0020118650 / 0189178;LDR;ZOOM / DEMRAD Kalisto Mono, Nitron, Aden, Nepto, Atron / PROTHERM LYNX, Jaguar, Gepard
AS04P3;KARTLI TÜRBİN OKUYUCU 3 PİN;ДАТЧИК ХОЛЛА DEMRAD SIME (ШТЕКЕР ПОД ТРЕХЖИЛЬНУЮ ВИЛКУ);TURBINE READER;AC13040001 / 6131440;LDR;DEMRAD / NOBEL / TERMAL M / ZOOM Master G20,  Expert / SIME Brava
AS05LB;TÜRBİN OKUYUCU (BEYAZ);ДАТЧИК ХОЛЛА BAXI / WESTEN БЕЛЫЙ;WHITE TURBINE READER ;8435280;LDR;BAXI CNI, Eco, Energy, Initia, Luna, Max, Prime / WESTEN Pulsar, Star
AS05LK;TÜRBİN OKUYUCU (KIRMIZI);ДАТЧИК ХОЛЛА BAXI / WESTEN КРАСНЫЙ;TURBINE READER;8435280;LDR;BAXI CNI, Eco, Energy, Initia, Luna, Max, Prime / WESTEN Pulsar, Star
AS06B;REED SENSÖR OKUYUCU ARİSTON EGİS;ДАТЧИК ХОЛЛА ДЛЯ ARISTON ;ARISTONE TURBINE READER;65104323;BITRON;ARISTON Clas, Egis, BS, Genus, Matis / CHAFFOTEAUX Alixia, Niagara, Talia
AS06L;REED SENSÖR OKUYUCU ARİSTON EGİS;ДАТЧИК ХОЛЛА  ДЛЯ ARISTON ;ARISTON TURBINE READER;65104323       ;LDR                                                                                     ;ARISTON Clas, Egis, BS, Genus, Matis / CHAFFOTEAUX Alixia, Niagara, Talia
AS08B;BOSCH BUDERUS AKIŞ TÜRBİN OKUYUCU (MAVİ DÜZ);ДАТЧИК ПРОТОКА ДЛЯ BOSCH / BUDERUS;BOSCH BUDERUS TURBINE READER;8718644578;BITRON;BOSCH GAZ / BUDERUS LOGAMAX
AS09B;BOSCH AKIŞ TÜRBİN OKUYUCU (MAVİ KANCA);ДАТЧИК ХОЛЛА ДЛЯ BOSCH/SIME;BOSCH TURBINE READER;6319601;BITRON;SIME Metropolis DGT
AT43K;AKIŞ TÜRBİNİ KABLOSU VAİLLANT PRO;ПРОВОД ДАТЧИКА ПРОТОКА ДЛЯ VAILLANT PRO;VAILLANT FLOW SWITCH CABLE;711933;MADE-IN-TURKEY;VAILLANT Atmomax Pro/Plus, Turbomax Pro/Plus
AT10C;AKIŞ TÜRBİNİ FERROLİ DOMİNA PİRİNÇ;ДАТЧИК ПРОТОКА FERROLI;FERROLI FLOW TURBINE;39804220 / 950.05.00.00;CALEFFI;FERROLI Domina / NOWELL ELITE / TERMET MiniMax Turbo, MiniMax Plus / LAMBORGHINI
AT12E;AKIŞ TÜRBİNİ FERROLİ DİVATOP;ДАТЧИК ПРОТОКА  FERROLI;FERROLI FLOW TURBINE;39820450 / 36402180;ELTEK ;FERROLI Divatop, Ecoconcept Tech
AT12L;AKIŞ TÜRBİNİ FERROLİ DİVATOP-NEW;ДАТЧИК ПРОТОКА ДЛЯ FERROLI DIVATOP-НОВЫЙ;FERROLI DIVATOP - NEW FLOW TURBINE;39820450 / 36402180;LDR;FERROLI Divatop, Ecoconcept Tech
AT20L;AKIŞ TÜRBİNİ CALORA PROTHERM;ДАТЧИК ПРОТОКА BAXI / PROTHERM;BAXI PROTHERM FLOW TURBINE;620340 / 0020035580 / QC.03.01.0018;LDR;BAXI Eco, Luna, MSL, Initia, Novamax / WESTEN Star / PROTHERM Leopard, Tiger, Panther / HAIER / MIZUDO
AT30B;ARİSTON AKIŞ TÜRBİNİ;ДАТЧИК ПРОТОКА ДЛЯ ARISTON;ARISTON FLOW TURBINE;65104317;BITRON;ARISTON Egis, Clas, Genus, BS, Matis, AS / CHAFFOTEAUX Alixia, Pigma, Talia, Niagara, Inoa 
AT30L;ARİSTON AKIŞ TÜRBİNİ;ДАТЧИК ПРОТОКА ДЛЯ ARISTON;ARISTON FLOW TURBINE ;65104317;LDR;ARISTON Egis, Clas, Genus, BS, Matis, AS / CHAFFOTEAUX Alixia, Pigma, Talia, Niagara, Inoa 
AT40L;AKIŞ TÜRBİNİ ADEN;ТУРБИНА ДАТЧИК ПРОТОКА VAILLANT / PROTHERM;VAILLANT PROTHERM FLOW TURBINE;0020123548 / 0020118662;LDR;VAILLANT Turbofit, Atmomax, Atmotec, Turbotec / PROTHERM LYNX, Jaguar, Gepard
AT41H;AKIŞ TÜRBİNİ HONEYWELL 3/4 PLASTİK (ŞOFBEN);ДАТЧИК ПРОТОКА HONEYWELL РЕЗЬБА 3/4 (ВОДОНАГРЕВАТЕЛЬ);HONEYWELL FLOW TURBINE;C7195B1001B;HONEYWELL;Подходит для:
AT42E;AKIŞ TÜRBİNİ FERROLİ (DEMİRDÖKÜM ŞOFBEN);ДАТЧИК ПРОТОКА FERROLI;FERROLI FLOW TURBINE;39836700 39846880 36402550 36402341;ELTEK;FERROLI  Divatop micro, Econcept
AT42L;AKIŞ TÜRBİNİ FERROLİ 1/2 DİŞLİ;ДАТЧИК ПРОТОКА FERROLI С РЕЗЬБОЙ 1/2;FERROLI FLOW TURBINE 1/2;39836700 39846880 36402550 36402341;LDR;FERROLI  Divatop micro, Econcept
AT43H;AKIŞ TÜRBİNİ MİLENİUM VAİLLANT PRO;ДАТЧИК ПРОТОКА VAILLANT;VAILLANT FLOW TURBINE;178988 / 0020014174 / 2000801910 / S5720200  ;HUADI;VAILLANT Atmotec Pro/ Plus, Turbotec pro/ Plus, Ecotec Pro / PROTHERM PANTHER, LEON, RYS / SAUNIER DUVAL Thema classic, Combitek, IsoMAX, IsoFAST, Semia
AT43T;TURBOTEC AKIŞ TÜRBİNİ TEL SEKMAN KLİPS;ФИКСИРУЮЩАЯ СКОБА (ЗАЖИМ) ДЛЯ ДАТЧИКА ПРОТОКА VAILLANT PROTHERM SAUNIER DUVAL;VAILLANT FLOW TURBINE CLIPS;VAILLANT VSC 219622;LDR;VAILLANT Atmomax Pro/Plus, Turbomax Pro/Plus Turbotec / PROTHERM Panther, Leon, Rys / SAUNIER DUVAL Themaclassic
AT44E;FERROLİ AKIŞ TÜRBİNİ (GEÇME PİRİNÇ);ДАТЧИК ПРОТОКА FERROLI;FERROLI FLOW TURBINE;39836700 39846880 36402550 36402341;ELTEK;FERROLI  Divatop micro, Econcept
AT44L;FERROLİ DİVATECH AKIŞ TÜRBİN (GEÇME PİRİNÇ);ДАТЧИК ПРОТОКА ДЛЯ FERROLI DIVATECH;FERROLI DIVATECH FLOW TURBINE;39836700 39846880 36402550 36402341;LDR;FERROLI  Divatop micro, Econcept
AT45H;AKIŞ TÜRBİNİ (4 KABLO SİGNAL);ДАТЧИК ПРОТОКА 4 ПРОВОДА;FLOW TURBINE (4 CABLE);SCG-2-S53-3;HUADI;Подходит для:
AT46H;AKIŞ TÜRBİNİ TERMODİNAMİK;ДАТЧИК ПРОТОКА ДЛЯ BOSCH JUNKERS;BOSCH JUNKERSFLOW TURBINE;SCG-1-S75 / 8717002132 / 87182234430 / 19928570;HUADI;BOSCH GAZ,  Condens /  JUNKERS EUROLINE EUROMAX EUROSTAR / BUDERUS Logamax
AT47H;AKIŞ TÜRBİNİ (DEMİRDÖKÜM ŞOFBEN 3 KABLO);ДАТЧИК ПРОТОКА (3 КАБЕЛЯ);FLOW TURBINE (3 CABLE);SCG-1-S83 / AB13050012 / AB13050012;HUADI;ELECTROLUX / BASIC
AT48H;AKIŞ TÜRBİNİ DİRSEKLİ;ДАТЧИК ПРОТОКА УГЛОВОЙ;L-TYPE FLOW TURBINE ;SCG-2-S54 ;HUADI;Подходит для: 
AT50H;AKIŞ TÜRBİNİ (PİRİNÇ GEÇME);Г-ОБРАЗНЫЙ ДАТЧИК ПРОТОКА ДЛЯ RODA;RODA FLOW TURBINE ;RODA SCG-1-T01 / 109906014193;HUADI;RODA JSD 20-T1
AT50L;VAİLLANT VUW AKIŞ TÜRBİNİ;ДАТЧИК ПРОТОКА VAILLANT VUW;VAILLANT VUW FLOW TURBINE;0020029604;LDR;Подходит для: Vaillant Atmomax Pro/Plus, Turbomax Pro/Plus
AT60H;BOSCH-BUDERUS LOGAMAX AKIŞ TÜRBİNİ (KISA);ДАТЧИК ПРОТОКА (КОРОТКИЙ) ДЛЯ BOSCH BUDERUS ;BOSCH BUDERUS FLOW TURBINE (SHORT);87182234430 / 19928570 / 8717002132;HUADI;BOSCH GAZ 4000, GAZ 7000 / JUNKERS Eurostar, Euromax, Ceraclass Excellence / BUDERUS Logamax
AT61H;BOSCH BUDERUS AKIŞ TÜRBİNİ (UZUN);ДАТЧИК ПРОТОКА (ДЛИННЫЙ) ДЛЯ BOSCH BUDERUS;BOSCH BUDERUS FLOW TURBINE (LONG);87182234430 19928570 8717002132;HUADI;BOSCH GAZ 4000, GAZ 7000 / JUNKERS Eurostar, Euromax, Ceraclass Excellence / BUDERUS Logamax
AT70B;BAXİ LAMBERT AKIŞ TÜRBİNİ (BEYAZ);ДАТЧИК ПРОТОКА BAXI WESTEN (БЕЛЫЙ);BAXI LAMBERT FLOW TURBINE (WHITE);710048100 6319633;BITRON;BAXI Eco Compact, Eco Home, Eco 5, Fourtech / SIME Metropolis DGT, Format DGT 
AT70L;BAXİ LAMBERT AKIŞ TÜRBİNİ (BEYAZ);ДАТЧИК ПРОТОКА BAXI WESTEN (БЕЛЫЙ);BAXI LAMBERT FLOW TURBINE (WHITE);710048100 / 6319633;LDR;BAXI Eco Compact, Eco Home, Eco 5, Fourtech / SIME Metropolis DGT, Format DGT 
AT72B;BOSCH BUDERUS BİASSİ AKIŞ TÜRBİNİ ;ДАТЧИК ПРОТОКА ДЛЯ BOSCH BUDERUS;BOSCH BUDERUS BIASSI FLOW TURBINE ;8718645683 ;BITRON;BOSCH GAZ 6000 W WBN6000 24C, BOSCH GAZ WBN2000-24C RN S5700 Buderus Logomax U072-24K
TT60L;FERROLİ TÜRBİN YATAĞI (PİRİNÇ);ДЕРЖАТЕЛЬ FERROLI OPTIMAX ДЛЯ ДАТЧИКА РАСХОДА (ЛАТУННЫЙ);FERROLI TURBINE SLOT (BRASS);39836710 / 39837170;LDR;FERROLI Optimax, Divatop Micro
AB01C;SU BASINÇ SONDASI GEÇME;РЕЛЕ ДАВЛЕНИЯ ВОДЫ FERROLI SIME  (ПОД СКОБУ);UNIVERSAL WATER PRESSRE SWITCH;6281576;CEME;SIME / FERROLI / DEMRAD / IMMERGAS / NEVA LUX 7218, 7224, 8224, 8624, 8230 / MASTAR GAZ 24, 24F 
AB01M;SU BASINÇ SONDASI GEÇME PLASTİK Ø11,70;РЕЛЕ ДАВЛЕНИЯ ВОДЫ NOVA FLORIDA (ПОД СКОБУ) Ø11,70;UNIVERSAL WATER PRESSURE SWITCH Ø11,70;6PRESSAC01 / XP605;MA-TER;FONDITAL Victoria Compact 24CTN, CTSF / NOVA FLORIDA Vela Compact 24 CTN, CTSF
AB02C;SU BASINÇ SONDASI DİŞLİ 1/4 PLASTİK;РЕЛЕ ДАВЛЕНИЯ ВОДЫ FERROLI 1/4  РЕЗЬБА ПЛАСТИК;UNIVERSAL WATER PRESSURE SWITCH;36401932 / 3.014379 / 36401930 / 39806180 ;CEME;FERROLI GN2 N, Force W, Pegasus, Quadrifoglio
AB02CP;SU BASINÇ SONDASI DİŞLİ 1/4 PİRİNÇ;РЕЛЕ ДАВЛЕНИЯ ВОДЫ 1/4 РЕЗЬБА ЛАТУНЬ;UNIVERSAL WATER PRESSURE SWITCH 1/4;36401932 3.014379 36401930 39806180 ;CEME;FERROLI GN2 N, Force W, Pegasus, Quadrifoglio
AB02H;SU BASINÇ SONDASI DİŞLİ 1/8 MİNİ PİRİNÇ;РЕЛЕ ДАВЛЕНИЯ ВОДЫ 1/8 МЕЛКАЯ РЕЗЬБА ЛАТУНЬ;UNIVERSAL WATER PRESSURE SWITCH 1/8;KSY-C04-01;0;ARDERIA, GAZLUXE, ELECTROLUX, BASIC, HI-TECH, BAXI, CHAFFOTEAUX
AB03H;SU BASINÇ SONDASI DİŞLİ 1/4 MİNİ;РЕЛЕ ДАВЛЕНИЯ ВОДЫ 1/4 РЕЗЬБА ПЛАСТИК ДЛЯ CHAFFOTEAUX;UNIVERSAL WATER PRESSURE SWITCH 1/4 MINI;KSY-C04-01 G1/4 ELEXIA 61003495;HUADI;CHAFFOTEAUX Maury / ELEXIA Comfort
AB04G;SU BASINÇ SONDASI DİŞLİ 1/4 ;РЕЛЕ ДАВЛЕНИЯ ВОДЫ С ПЕРЕКЛЮЧАТЕЛЕМ РЕЗЬБА 1/4 ;UNIVERSAL WATER PRESSURE SWITCH 1/4;COD-3 ASM P.SWITCH G1/4;GTE;Подходит для:
AB04H;SU BASINÇ SONDASI GEÇME;РЕЛЕ ДАВЛЕНИЯ ВОДЫ ДЛЯ CHAFFOTEAUX;CHAFFOTEAUX WATER PRESSURE SWITCH;KSY-C04-10 / 61310364;HUADI;CHAFFOTEAUX Maury / ELEXIA Comfort
AB06E;SU BASINÇ SONDASI GEÇME SWİCH;РЕЛЕ ДАВЛЕНИЯ ВОДЫ ДЛЯ ARISTON;ARISTON WATER PRESSURE SWITCH;65105090 / 32700018 / 32700018;BITRON;Подходит для: ARISTON
AB06H;SU BASINÇ SONDASI GEÇME SWİCH AİRFEL;РЕЛЕ ДАВЛЕНИЯ ВОДЫ ДЛЯ ARISTON IMMERGAS;UNIVERSAL WATER PRESSURE SWITCH;KSY-C04-11;HUADI;Подходит для: ARISTON IMMERGAS
AB06M;SU BASINÇ SONDASI GEÇME SWİCH AİRFEL;РЕЛЕ ДАВЛЕНИЯ ВОДЫ;UNIVERSAL WATER PRESSURE SWITCH;721384000 / 65105090 / 32700018;MA-TER;Подходит для:
AB07H;SU BASINÇ SONDASI DİŞLİ SWİCH AİRFEL;РЕЛЕ ДАВЛЕНИЯ ВОДЫ ДЛЯ FERROLI С ПЛАСТИКОВОЙ РЕЗЬБОЙ;UNIVERSAL WATER PRESSURE SWITCH;KSY-C12-06 / 1.017496 / 1.018320 / 1.021715;HUADI;Подходит для:
AB07M;SU BASINÇ SONDASI SWİCH DİŞLİ PİRİNÇ;РЕЛЕ ДАВЛЕНИЯ ВОДЫ ДЛЯ IMMERGAS С  ЛАТУННОЙ РЕЗЬБОЙ;UNIVERSAL WATER PRESSURE SWITCH;1.017496 / 1.018320 / 1.021715;MA-TER;Подходит для:
AB11M;SU BASINÇ SONDASI DİŞLİ 1/4 PLASTİK;РЕЛЕ ДАВЛЕНИЯ ВОДЫ C ПЛАСТИКОВОЙ РЕЗЬБОЙ  1/4 ;UNIVERSAL WATER PRESSURE SWITCH 1/4 ;995903 / 9951690 / 39806180 / 49003163;MA-TER;ARISTON / BAXI / FERROLI / HERMANN / WESTEN Novadens Boyler, Pulsar, Quasar, Star Digit
AB12H;SU BASINÇ SONDASI DİŞLİ 1/4 PLASTİK;РЕЛЕ ДАВЛЕНИЯ ВОДЫ C ПЛАСТИКОВОЙ РЕЗЬБОЙ  1/4;UNIVERSAL WATER PRESSURE SWITCH 1/4;KSY-C12-08 / 9951690 / 995903 / 39806180 / 49003163;HUADI;ARISTON / BAXI / FERROLI / HERMANN / WESTEN Novadens Boyler, Pulsar, Quasar, Star Digit
